,rank_id,team,team_abbr,rank,points
120,id11615,Dominican Republic,DOM,121,281
121,id11615,Georgia,GEO,122,276
122,id11615,Bahrain,BHR,123,272
123,id11615,Philippines,PHI,124,271
124,id11615,Armenia,ARM,125,270
125,id11615,Korea DPR,PRK,126,267
126,id11615,Ethiopia,ETH,126,267
127,id11615,Niger,NIG,128,262
128,id11615,Oman,OMA,129,260
129,id11615,Luxembourg,LUX,130,252
130,id11615,Guyana,GUY,131,247
131,id11615,Yemen,YEM,132,244
132,id11615,Madagascar,MAD,133,243
133,id11615,Angola,ANG,134,236
134,id11615,El Salvador,SLV,135,232
135,id11615,Vietnam,VIE,136,231
136,id11615,India,IND,137,230
137,id11615,Burundi,BDI,138,229
138,id11615,Cyprus,CYP,139,228
139,id11615,Hong Kong,HKG,140,227
140,id11615,Tajikistan,TJK,140,227
141,id11615,Cuba,CUB,142,226
142,id11615,Comoros,COM,143,223
143,id11615,Tanzania,TAN,144,212
144,id11615,Afghanistan,AFG,145,208
145,id11615,Thailand,THA,146,207
146,id11615,Suriname,SUR,147,205
147,id11615,Sudan,SDN,148,204
148,id11615,Lebanon,LIB,149,202
149,id11615,Lesotho,LES,150,201
150,id11615,Mauritius,MRI,151,194
151,id11615,Puerto Rico,PUR,151,194
152,id11615,São Tomé e Príncipe,STP,153,177
153,id11615,Grenada,GRN,154,172
154,id11615,FYR Macedonia,MKD,155,167
155,id11615,Myanmar,MYA,156,165
156,id11615,Barbados,BRB,157,163
157,id11615,Maldives,MDV,158,161
158,id11615,Papua New Guinea,PNG,159,152
159,id11615,Aruba,ARU,160,147
160,id11615,Chinese Taipei,TPE,161,145
161,id11615,St. Vincent and the Grenadines,VIN,162,142
162,id11615,Belize,BLZ,163,141
163,id11615,Kosovo,KVX,164,135
164,id11615,Malaysia,MAS,164,135
165,id11615,New Caledonia,NCL,166,128
166,id11615,St. Lucia,LCA,167,123
167,id11615,Kuwait,KUW,167,123
168,id11615,Cambodia,CAM,167,123
169,id11615,South Sudan,SSD,167,123
170,id11615,Singapore,SIN,171,122
171,id11615,Tahiti,TAH,172,120
172,id11615,Moldova,MDA,173,119
173,id11615,Dominica,DMA,174,110
174,id11615,Laos,LAO,175,107
175,id11615,Gambia,GAM,176,106
176,id11615,Vanuatu,VAN,177,103
177,id11615,Malta,MLT,178,97
178,id11615,Indonesia,IDN,179,93
179,id11615,Bhutan,BHU,179,93
180,id11615,Fiji,FIJ,179,93
181,id11615,Guam,GUM,182,86
182,id11615,Liechtenstein,LIE,183,81
183,id11615,Seychelles,SEY,184,79
184,id11615,Bermuda,BER,185,77
185,id11615,Timor-Leste,TLS,186,74
186,id11615,Nepal,NEP,186,74
187,id11615,Bangladesh,BAN,188,73
188,id11615,American Samoa,ASA,189,64
189,id11615,Cook Islands,COK,189,64
190,id11615,Samoa,SAM,189,64
191,id11615,Brunei Darussalam,BRU,192,57
192,id11615,Solomon Islands,SOL,193,56
193,id11615,Sri Lanka,SRI,194,48
194,id11615,US Virgin Islands,VIR,195,44
195,id11615,Macau,MAC,196,40
196,id11615,Pakistan,PAK,197,39
197,id11615,Montserrat,MSR,198,30
198,id11615,Cayman Islands,CAY,199,21
199,id11615,Turks and Caicos Islands,TCA,200,20
200,id11615,San Marino,SMR,201,17
201,id11615,Mongolia,MNG,202,13
202,id11615,Andorra,AND,203,11
203,id11615,British Virgin Islands,VGB,203,11
204,id11615,Anguilla,AIA,205,0
205,id11615,Bahamas,BAH,205,0
206,id11615,Djibouti,DJI,205,0
207,id11615,Eritrea,ERI,205,0
208,id11615,Gibraltar,GIB,205,0
209,id11615,Somalia,SOM,205,0
210,id11615,Tonga,TGA,205,0
0,id11580,Argentina,ARG,1,1646
1,id11580,Belgium,BEL,2,1369
2,id11580,Germany,GER,3,1347
3,id11580,Colombia,COL,4,1323
4,id11580,Brazil,BRA,4,1323
5,id11580,Chile,CHI,6,1284
6,id11580,Portugal,POR,7,1228
7,id11580,France,FRA,8,1188
8,id11580,Uruguay,URU,9,1173
9,id11580,Wales,WAL,10,1161
10,id11580,Spain,ESP,11,1141
11,id11580,England,ENG,12,1130
12,id11580,Italy,ITA,13,1124
13,id11580,Croatia,CRO,14,1059
14,id11580,Mexico,MEX,15,1057
15,id11580,Switzerland,SUI,16,1020
16,id11580,Poland,POL,17,984
17,id11580,Costa Rica,CRC,18,943
18,id11580,Ecuador,ECU,19,917
19,id11580,Hungary,HUN,20,913
20,id11580,Turkey,TUR,21,885
21,id11580,USA,USA,22,874
22,id11580,Bosnia and Herzegovina,BIH,23,863
23,id11580,Netherlands,NED,24,861
24,id11580,Peru,PER,25,841
25,id11580,Austria,AUT,26,839
26,id11580,Iceland,ISL,27,829
27,id11580,Slovakia,SVK,28,820
28,id11580,Ukraine,UKR,29,799
29,id11580,Northern Ireland,NIR,30,798
30,id11580,Republic of Ireland,IRL,31,774
31,id11580,Romania,ROU,32,773
32,id11580,Czech Republic,CZE,33,762
33,id11580,Côte d'Ivoire,CIV,34,752
34,id11580,Algeria,ALG,35,749
35,id11580,Paraguay,PAR,36,720
36,id11580,Iran,IRN,37,712
37,id11580,Russia,RUS,38,685
38,id11580,Senegal,SEN,39,684
39,id11580,Albania,ALB,40,678
40,id11580,Sweden,SWE,41,677
41,id11580,Tunisia,TUN,42,662
42,id11580,Ghana,GHA,43,658
43,id11580,Scotland,SCO,44,652
44,id11580,Australia,AUS,45,643
45,id11580,Denmark,DEN,46,637
46,id11580,Korea Republic,KOR,47,634
47,id11580,Greece,GRE,48,622
48,id11580,Uzbekistan,UZB,49,621
49,id11580,Serbia,SRB,50,602
50,id11580,Congo DR,COD,51,589
51,id11580,Saudi Arabia,KSA,52,588
52,id11580,Egypt,EGY,53,587
53,id11580,Congo,CGO,54,585
54,id11580,Mali,MLI,55,580
55,id11580,Japan,JPN,56,574
56,id11580,Belarus,BLR,57,573
57,id11580,Morocco,MAR,58,570
58,id11580,Cameroon,CMR,59,565
59,id11580,Venezuela,VEN,60,562
60,id11580,Guinea,GUI,61,549
61,id11580,South Africa,RSA,62,539
62,id11580,Panama,PAN,62,539
63,id11580,Nigeria,NGA,64,534
64,id11580,Uganda,UGA,65,509
65,id11580,United Arab Emirates,UAE,66,504
66,id11580,Slovenia,SVN,67,502
67,id11580,Burkina Faso,BFA,67,502
68,id11580,Trinidad and Tobago,TRI,69,490
69,id11580,Norway,NOR,70,487
70,id11580,Benin,BEN,71,483
71,id11580,Cape Verde Islands,CPV,72,475
72,id11580,Guinea-Bissau,GNB,73,474
73,id11580,Bulgaria,BUL,74,470
74,id11580,Bolivia,BOL,75,468
75,id11580,Libya,LBY,76,466
76,id11580,St. Kitts and Nevis,SKN,77,457
77,id11580,China PR,CHN,78,445
78,id11580,Guatemala,GUA,79,443
79,id11580,Jamaica,JAM,80,430
80,id11580,Equatorial Guinea,EQG,81,424
81,id11580,Honduras,HON,82,421
82,id11580,Kazakhstan,KAZ,83,411
83,id11580,Finland,FIN,84,409
84,id11580,Qatar,QAT,85,389
85,id11580,Jordan,JOR,86,387
86,id11580,Cyprus,CYP,87,384
87,id11580,New Zealand,NZL,88,382
88,id11580,Antigua and Barbuda,ATG,89,381
89,id11580,Mozambique,MOZ,89,381
90,id11580,Kenya,KEN,91,378
91,id11580,Zambia,ZAM,92,377
92,id11580,Haiti,HAI,93,372
93,id11580,Sierra Leone,SLE,93,372
94,id11580,Latvia,LVA,95,357
95,id11580,Mauritania,MTN,96,349
96,id11580,Botswana,BOT,97,348
97,id11580,Israel,ISR,98,346
98,id11580,Malawi,MWI,99,342
99,id11580,Togo,TOG,100,334
100,id11580,Swaziland,SWZ,100,334
101,id11580,Nicaragua,NCA,102,330
102,id11580,Liberia,LBR,103,329
103,id11580,Canada,CAN,103,329
104,id11580,Chad,CHA,105,326
105,id11580,Montenegro,MNE,105,326
106,id11580,Rwanda,RWA,107,325
107,id11580,Gabon,GAB,108,324
108,id11580,Kyrgyz Republic,KGZ,108,324
109,id11580,Oman,OMA,110,323
110,id11580,Faroe Islands,FRO,111,319
111,id11580,Armenia,ARM,112,317
112,id11580,Zimbabwe,ZIM,113,316
113,id11580,Dominican Republic,DOM,114,315
114,id11580,Syria,SYR,114,315
115,id11580,Turkmenistan,TKM,116,312
116,id11580,Lithuania,LTU,117,311
117,id11580,Palestine,PLE,118,302
118,id11580,Korea DPR,PRK,118,302
119,id11580,Guyana,GUY,118,302
120,id11580,Namibia,NAM,121,301
121,id11580,Central African Republic,CTA,122,299
122,id11580,Niger,NIG,122,299
123,id11580,Curaçao,CUW,122,299
124,id11580,Philippines,PHI,125,297
125,id11580,Ethiopia,ETH,126,284
126,id11580,Bahrain,BHR,126,284
127,id11580,Iraq,IRQ,128,279
128,id11580,Burundi,BDI,129,278
129,id11580,Estonia,EST,130,274
130,id11580,Madagascar,MAD,131,269
131,id11580,Tanzania,TAN,132,264
132,id11580,Azerbaijan,AZE,133,252
133,id11580,Angola,ANG,134,247
134,id11580,Sudan,SDN,135,246
135,id11580,Thailand,THA,135,246
136,id11580,Georgia,GEO,137,240
137,id11580,Puerto Rico,PUR,138,234
138,id11580,Cuba,CUB,139,229
139,id11580,El Salvador,SLV,140,228
140,id11580,Vietnam,VIE,141,225
141,id11580,Hong Kong,HKG,142,221
142,id11580,Lebanon,LIB,143,218
143,id11580,Tajikistan,TJK,144,215
144,id11580,Luxembourg,LUX,145,213
145,id11580,FYR Macedonia,MKD,146,211
146,id11580,Yemen,YEM,147,210
147,id11580,India,IND,148,205
148,id11580,Afghanistan,AFG,149,201
149,id11580,Lesotho,LES,150,200
150,id11580,São Tomé e Príncipe,STP,151,197
151,id11580,Comoros,COM,152,191
152,id11580,Myanmar,MYA,153,184
153,id11580,Mauritius,MRI,153,184
154,id11580,Singapore,SIN,155,176
155,id11580,Grenada,GRN,156,172
156,id11580,Barbados,BRB,157,171
157,id11580,Malaysia,MAS,158,158
158,id11580,Kuwait,KUW,159,156
159,id11580,Aruba,ARU,160,155
160,id11580,Moldova,MDA,161,154
161,id11580,Papua New Guinea,PNG,162,152
162,id11580,New Caledonia,NCL,162,152
163,id11580,St. Vincent and the Grenadines,VIN,164,148
164,id11580,Maldives,MDV,165,147
165,id11580,Belize,BLZ,166,141
166,id11580,South Sudan,SSD,167,138
167,id11580,Kosovo,KVX,168,135
168,id11580,Gambia,GAM,169,129
169,id11580,Dominica,DMA,170,124
170,id11580,St. Lucia,LCA,171,117
171,id11580,Tahiti,TAH,172,116
172,id11580,Cambodia,CAM,173,103
173,id11580,Vanuatu,VAN,173,103
174,id11580,Suriname,SUR,175,100
175,id11580,Malta,MLT,176,99
176,id11580,Laos,LAO,176,99
177,id11580,Chinese Taipei,TPE,178,97
178,id11580,Fiji,FIJ,179,93
179,id11580,Guam,GUM,180,91
180,id11580,Indonesia,IDN,181,89
181,id11580,Liechtenstein,LIE,182,86
182,id11580,Timor-Leste,TLS,183,80
183,id11580,Bermuda,BER,184,77
184,id11580,Bangladesh,BAN,185,75
185,id11580,Solomon Islands,SOL,186,74
186,id11580,Nepal,NEP,186,74
187,id11580,Seychelles,SEY,188,72
188,id11580,Bhutan,BHU,189,65
189,id11580,American Samoa,ASA,190,64
190,id11580,Cook Islands,COK,190,64
191,id11580,Samoa,SAM,190,64
192,id11580,Sri Lanka,SRI,193,52
193,id11580,Pakistan,PAK,194,46
194,id11580,US Virgin Islands,VIR,195,44
195,id11580,Macau,MAC,195,44
196,id11580,Brunei Darussalam,BRU,197,33
197,id11580,Montserrat,MSR,198,30
198,id11580,Cayman Islands,CAY,199,21
199,id11580,Turks and Caicos Islands,TCA,200,20
200,id11580,San Marino,SMR,201,17
201,id11580,Mongolia,MNG,202,13
202,id11580,Andorra,AND,203,11
203,id11580,British Virgin Islands,VGB,203,11
204,id11580,Anguilla,AIA,205,0
205,id11580,Bahamas,BAH,205,0
206,id11580,Djibouti,DJI,205,0
207,id11580,Eritrea,ERI,205,0
208,id11580,Gibraltar,GIB,205,0
209,id11580,Somalia,SOM,205,0
210,id11580,Tonga,TGA,205,0
0,id11545,Argentina,ARG,1,1585
1,id11545,Belgium,BEL,2,1401
2,id11545,Colombia,COL,3,1331
3,id11545,Germany,GER,4,1319
4,id11545,Chile,CHI,5,1316
5,id11545,Portugal,POR,6,1266
6,id11545,France,FRA,7,1189
7,id11545,Spain,ESP,8,1165
8,id11545,Brazil,BRA,9,1156
9,id11545,Italy,ITA,10,1155
10,id11545,Wales,WAL,11,1137
11,id11545,Uruguay,URU,12,1130
12,id11545,England,ENG,13,1107
13,id11545,Mexico,MEX,14,1042
14,id11545,Croatia,CRO,15,1022
15,id11545,Poland,POL,16,1011
16,id11545,Ecuador,ECU,17,1002
17,id11545,Switzerland,SUI,18,957
18,id11545,Turkey,TUR,19,915
19,id11545,Hungary,HUN,19,915
20,id11545,Costa Rica,CRC,21,883
21,id11545,Austria,AUT,22,875
22,id11545,Iceland,ISL,23,871
23,id11545,Slovakia,SVK,24,867
24,id11545,Romania,ROU,25,856
25,id11545,Netherlands,NED,26,848
26,id11545,USA,USA,26,848
27,id11545,Northern Ireland,NIR,28,822
28,id11545,Bosnia and Herzegovina,BIH,29,813
29,id11545,Ukraine,UKR,30,801
30,id11545,Republic of Ireland,IRL,31,800
31,id11545,Algeria,ALG,32,781
32,id11545,Peru,PER,33,777
33,id11545,Czech Republic,CZE,34,768
34,id11545,Ghana,GHA,35,749
35,id11545,Côte d'Ivoire,CIV,36,748
36,id11545,Albania,ALB,37,739
37,id11545,Russia,RUS,38,728
38,id11545,Iran,IRN,39,674
39,id11545,Sweden,SWE,40,656
40,id11545,Senegal,SEN,41,654
41,id11545,Paraguay,PAR,42,636
42,id11545,Egypt,EGY,43,632
43,id11545,Denmark,DEN,44,630
44,id11545,Tunisia,TUN,45,627
45,id11545,Venezuela,VEN,46,621
46,id11545,Serbia,SRB,47,612
47,id11545,Korea Republic,KOR,48,609
48,id11545,Japan,JPN,49,595
49,id11545,Norway,NOR,50,588
50,id11545,Scotland,SCO,51,584
51,id11545,Greece,GRE,52,579
52,id11545,Morocco,MAR,53,574
53,id11545,Cameroon,CMR,54,571
54,id11545,Uzbekistan,UZB,55,560
55,id11545,Congo DR,COD,56,554
56,id11545,Australia,AUS,57,549
57,id11545,Cape Verde Islands,CPV,58,545
58,id11545,Slovenia,SVN,59,542
59,id11545,Mali,MLI,59,542
60,id11545,Saudi Arabia,KSA,61,540
61,id11545,Finland,FIN,61,540
62,id11545,Congo,CGO,63,533
63,id11545,South Africa,RSA,64,529
64,id11545,Uganda,UGA,65,525
65,id11545,Guinea,GUI,66,521
66,id11545,Nigeria,NGA,67,513
67,id11545,Trinidad and Tobago,TRI,68,511
68,id11545,Panama,PAN,69,508
69,id11545,Belarus,BLR,70,507
70,id11545,Jamaica,JAM,71,492
71,id11545,Benin,BEN,72,489
72,id11545,Burkina Faso,BFA,73,486
73,id11545,United Arab Emirates,UAE,74,484
74,id11545,Guinea-Bissau,GNB,75,474
75,id11545,Israel,ISR,76,471
76,id11545,Bulgaria,BUL,77,446
77,id11545,China PR,CHN,78,445
78,id11545,Jordan,JOR,79,437
79,id11545,Qatar,QAT,80,425
80,id11545,St. Kitts and Nevis,SKN,81,423
81,id11545,Guatemala,GUA,82,394
82,id11545,Antigua and Barbuda,ATG,83,393
83,id11545,Honduras,HON,84,390
84,id11545,Equatorial Guinea,EQG,85,389
85,id11545,Cyprus,CYP,86,387
86,id11545,Central African Republic,CTA,87,386
87,id11545,Sierra Leone,SLE,88,381
88,id11545,Kenya,KEN,88,381
89,id11545,Botswana,BOT,90,378
90,id11545,Zambia,ZAM,91,376
91,id11545,Liberia,LBR,92,370
92,id11545,Libya,LBY,93,366
93,id11545,New Zealand,NZL,93,366
94,id11545,Montenegro,MNE,95,365
95,id11545,Gabon,GAB,96,359
96,id11545,Kazakhstan,KAZ,96,359
97,id11545,Mozambique,MOZ,98,357
98,id11545,Korea DPR,PRK,99,354
99,id11545,Canada,CAN,100,350
100,id11545,Haiti,HAI,101,349
101,id11545,Armenia,ARM,102,348
102,id11545,Swaziland,SWZ,103,344
103,id11545,Mauritania,MTN,104,343
104,id11545,Syria,SYR,105,341
105,id11545,Kyrgyz Republic,KGZ,105,341
106,id11545,Nicaragua,NCA,107,340
107,id11545,Oman,OMA,107,340
108,id11545,Togo,TOG,109,339
109,id11545,Zimbabwe,ZIM,110,338
110,id11545,Bolivia,BOL,110,338
111,id11545,Latvia,LVA,110,338
112,id11545,Iraq,IRQ,113,337
113,id11545,Puerto Rico,PUR,114,332
114,id11545,Chad,CHA,115,326
115,id11545,Palestine,PLE,115,326
116,id11545,Estonia,EST,117,323
117,id11545,Georgia,GEO,118,318
118,id11545,Turkmenistan,TKM,119,312
119,id11545,Thailand,THA,120,305
120,id11545,Rwanda,RWA,121,303
121,id11545,Namibia,NAM,121,303
122,id11545,Burundi,BDI,123,297
123,id11545,Tanzania,TAN,124,295
124,id11545,Lithuania,LTU,125,293
125,id11545,Bahrain,BHR,126,289
126,id11545,Malawi,MWI,127,286
127,id11545,Guyana,GUY,128,280
128,id11545,Madagascar,MAD,129,273
129,id11545,Ethiopia,ETH,130,270
130,id11545,Curaçao,CUW,131,261
131,id11545,Angola,ANG,132,259
132,id11545,Niger,NIG,133,257
133,id11545,Philippines,PHI,134,256
134,id11545,Faroe Islands,FRO,135,254
135,id11545,Azerbaijan,AZE,136,253
136,id11545,El Salvador,SLV,137,244
137,id11545,Dominican Republic,DOM,138,243
138,id11545,FYR Macedonia,MKD,138,243
139,id11545,Vietnam,VIE,138,243
140,id11545,Sudan,SDN,141,231
141,id11545,Mauritius,MRI,142,225
142,id11545,Kuwait,KUW,143,223
143,id11545,Tajikistan,TJK,144,222
144,id11545,Luxembourg,LUX,145,219
145,id11545,Lesotho,LES,146,214
146,id11545,Hong Kong,HKG,147,213
147,id11545,Aruba,ARU,148,209
148,id11545,Lebanon,LIB,149,208
149,id11545,Afghanistan,AFG,150,206
150,id11545,Cuba,CUB,151,205
151,id11545,India,IND,152,200
152,id11545,South Sudan,SSD,153,197
153,id11545,São Tomé e Príncipe,STP,153,197
154,id11545,Comoros,COM,155,191
155,id11545,Barbados,BRB,156,182
156,id11545,St. Vincent and the Grenadines,VIN,156,182
157,id11545,Grenada,GRN,158,171
158,id11545,Myanmar,MYA,159,167
159,id11545,Singapore,SIN,159,167
160,id11545,New Caledonia,NCL,161,162
161,id11545,Yemen,YEM,162,160
162,id11545,Gambia,GAM,163,154
163,id11545,Papua New Guinea,PNG,164,152
164,id11545,Moldova,MDA,165,151
165,id11545,Belize,BLZ,166,150
166,id11545,Malaysia,MAS,167,148
167,id11545,Suriname,SUR,168,131
168,id11545,Guam,GUM,169,129
169,id11545,American Samoa,ASA,170,128
170,id11545,Cook Islands,COK,170,128
171,id11545,St. Lucia,LCA,172,121
172,id11545,Dominica,DMA,173,117
173,id11545,Maldives,MDV,174,115
174,id11545,Tahiti,TAH,175,114
175,id11545,Malta,MLT,176,109
176,id11545,Laos,LAO,177,107
177,id11545,Samoa,SAM,178,106
178,id11545,Vanuatu,VAN,179,103
179,id11545,Cambodia,CAM,180,100
180,id11545,Solomon Islands,SOL,181,92
181,id11545,Liechtenstein,LIE,182,89
182,id11545,Seychelles,SEY,183,85
183,id11545,Chinese Taipei,TPE,183,85
184,id11545,Bangladesh,BAN,183,85
185,id11545,Timor-Leste,TLS,186,84
186,id11545,Fiji,FIJ,187,82
187,id11545,Bermuda,BER,188,77
188,id11545,Nepal,NEP,188,77
189,id11545,Kosovo,KVX,190,66
190,id11545,Indonesia,IDN,191,65
191,id11545,Bhutan,BHU,192,64
192,id11545,Sri Lanka,SRI,193,58
193,id11545,Pakistan,PAK,194,54
194,id11545,US Virgin Islands,VIR,195,44
195,id11545,Montserrat,MSR,195,44
196,id11545,Macau,MAC,195,44
197,id11545,Brunei Darussalam,BRU,198,33
198,id11545,Cayman Islands,CAY,199,21
199,id11545,San Marino,SMR,200,20
200,id11545,Turks and Caicos Islands,TCA,200,20
201,id11545,Mongolia,MNG,202,13
202,id11545,Andorra,AND,203,12
203,id11545,British Virgin Islands,VGB,204,11
204,id11545,Anguilla,AIA,205,0
205,id11545,Bahamas,BAH,205,0
206,id11545,Djibouti,DJI,205,0
207,id11545,Eritrea,ERI,205,0
208,id11545,Somalia,SOM,205,0
209,id11545,Tonga,TGA,205,0
0,id11517,Argentina,ARG,1,1585
1,id11517,Belgium,BEL,2,1401
2,id11517,Colombia,COL,3,1331
3,id11517,Germany,GER,4,1319
4,id11517,Chile,CHI,5,1316
5,id11517,Portugal,POR,6,1266
6,id11517,France,FRA,7,1189
7,id11517,Spain,ESP,8,1165
8,id11517,Brazil,BRA,9,1156
9,id11517,Italy,ITA,10,1155
10,id11517,Wales,WAL,11,1137
11,id11517,Uruguay,URU,12,1130
12,id11517,England,ENG,13,1107
13,id11517,Mexico,MEX,14,1044
14,id11517,Croatia,CRO,15,1022
15,id11517,Poland,POL,16,1011
16,id11517,Ecuador,ECU,17,1002
17,id11517,Switzerland,SUI,18,957
18,id11517,Turkey,TUR,19,915
19,id11517,Hungary,HUN,19,915
20,id11517,Austria,AUT,21,875
21,id11517,Iceland,ISL,22,871
22,id11517,Slovakia,SVK,23,867
23,id11517,Romania,ROU,24,856
24,id11517,USA,USA,25,855
25,id11517,Netherlands,NED,26,848
26,id11517,Costa Rica,CRC,27,840
27,id11517,Northern Ireland,NIR,28,822
28,id11517,Bosnia and Herzegovina,BIH,29,813
29,id11517,Ukraine,UKR,30,801
30,id11517,Republic of Ireland,IRL,31,800
31,id11517,Algeria,ALG,32,781
32,id11517,Czech Republic,CZE,33,768
33,id11517,Peru,PER,34,765
34,id11517,Côte d'Ivoire,CIV,35,751
35,id11517,Ghana,GHA,36,749
36,id11517,Albania,ALB,37,739
37,id11517,Russia,RUS,38,728
38,id11517,Iran,IRN,39,674
39,id11517,Sweden,SWE,40,656
40,id11517,Senegal,SEN,41,651
41,id11517,Paraguay,PAR,42,636
42,id11517,Egypt,EGY,43,632
43,id11517,Denmark,DEN,44,630
44,id11517,Tunisia,TUN,45,627
45,id11517,Venezuela,VEN,46,621
46,id11517,Serbia,SRB,47,612
47,id11517,Korea Republic,KOR,48,592
48,id11517,Norway,NOR,49,588
49,id11517,Scotland,SCO,50,584
50,id11517,Panama,PAN,51,580
51,id11517,Greece,GRE,52,579
52,id11517,Cameroon,CMR,53,575
53,id11517,Morocco,MAR,54,574
54,id11517,Jamaica,JAM,55,573
55,id11517,Uzbekistan,UZB,56,569
56,id11517,Japan,JPN,57,564
57,id11517,Trinidad and Tobago,TRI,58,558
58,id11517,Australia,AUS,59,555
59,id11517,Congo DR,COD,59,555
60,id11517,Mali,MLI,61,546
61,id11517,Cape Verde Islands,CPV,62,545
62,id11517,Guinea,GUI,63,544
63,id11517,Slovenia,SVN,64,542
64,id11517,Saudi Arabia,KSA,65,540
65,id11517,Finland,FIN,65,540
66,id11517,South Africa,RSA,67,530
67,id11517,Benin,BEN,68,525
68,id11517,Uganda,UGA,69,522
69,id11517,Congo,CGO,70,514
70,id11517,Nigeria,NGA,70,514
71,id11517,Belarus,BLR,72,507
72,id11517,Burkina Faso,BFA,73,487
73,id11517,United Arab Emirates,UAE,74,484
74,id11517,Guinea-Bissau,GNB,75,482
75,id11517,Israel,ISR,76,471
76,id11517,Bulgaria,BUL,77,446
77,id11517,Jordan,JOR,78,438
78,id11517,Qatar,QAT,79,425
79,id11517,St. Kitts and Nevis,SKN,80,423
80,id11517,China PR,CHN,81,422
81,id11517,Honduras,HON,82,398
82,id11517,Antigua and Barbuda,ATG,83,393
83,id11517,Equatorial Guinea,EQG,84,389
84,id11517,Cyprus,CYP,85,387
85,id11517,Central African Republic,CTA,86,386
86,id11517,Kenya,KEN,86,386
87,id11517,Zambia,ZAM,88,385
88,id11517,Botswana,BOT,89,378
89,id11517,Sierra Leone,SLE,90,376
90,id11517,Guatemala,GUA,90,376
91,id11517,Liberia,LBR,92,370
92,id11517,Libya,LBY,93,366
93,id11517,New Zealand,NZL,93,366
94,id11517,Montenegro,MNE,95,365
95,id11517,Mozambique,MOZ,96,362
96,id11517,Kazakhstan,KAZ,97,359
97,id11517,Gabon,GAB,98,355
98,id11517,Iraq,IRQ,99,354
99,id11517,Canada,CAN,100,350
100,id11517,Haiti,HAI,100,350
101,id11517,Armenia,ARM,102,348
102,id11517,Swaziland,SWZ,103,344
103,id11517,Syria,SYR,104,341
104,id11517,Kyrgyz Republic,KGZ,104,341
105,id11517,Nicaragua,NCA,106,340
106,id11517,Oman,OMA,106,340
107,id11517,Togo,TOG,108,339
108,id11517,Bolivia,BOL,109,338
109,id11517,Latvia,LVA,109,338
110,id11517,Rwanda,RWA,111,334
111,id11517,Zimbabwe,ZIM,112,332
112,id11517,Puerto Rico,PUR,112,332
113,id11517,Chad,CHA,114,326
114,id11517,Palestine,PLE,114,326
115,id11517,Estonia,EST,116,323
116,id11517,Korea DPR,PRK,117,320
117,id11517,Georgia,GEO,118,318
118,id11517,Mauritania,MTN,119,317
119,id11517,Turkmenistan,TKM,120,312
120,id11517,Cuba,CUB,121,305
121,id11517,Thailand,THA,121,305
122,id11517,Tanzania,TAN,123,300
123,id11517,Namibia,NAM,124,298
124,id11517,El Salvador,SLV,125,297
125,id11517,Burundi,BDI,125,297
126,id11517,Lithuania,LTU,127,293
127,id11517,Bahrain,BHR,128,289
128,id11517,Guyana,GUY,129,280
129,id11517,Niger,NIG,130,277
130,id11517,Madagascar,MAD,131,273
131,id11517,Ethiopia,ETH,132,270
132,id11517,Malawi,MWI,133,269
133,id11517,Curaçao,CUW,134,261
134,id11517,Philippines,PHI,135,256
135,id11517,Faroe Islands,FRO,136,254
136,id11517,Azerbaijan,AZE,137,253
137,id11517,Angola,ANG,137,253
138,id11517,Dominican Republic,DOM,139,243
139,id11517,FYR Macedonia,MKD,139,243
140,id11517,Vietnam,VIE,139,243
141,id11517,Sudan,SDN,142,229
142,id11517,Mauritius,MRI,142,229
143,id11517,Kuwait,KUW,144,223
144,id11517,Tajikistan,TJK,145,220
145,id11517,Luxembourg,LUX,146,219
146,id11517,Aruba,ARU,147,216
147,id11517,Hong Kong,HKG,148,213
148,id11517,Lebanon,LIB,149,208
149,id11517,Afghanistan,AFG,150,206
150,id11517,Lesotho,LES,151,204
151,id11517,India,IND,152,200
152,id11517,South Sudan,SSD,153,197
153,id11517,São Tomé e Príncipe,STP,153,197
154,id11517,Comoros,COM,155,191
155,id11517,Barbados,BRB,156,182
156,id11517,St. Vincent and the Grenadines,VIN,156,182
157,id11517,Singapore,SIN,158,175
158,id11517,Grenada,GRN,159,171
159,id11517,Myanmar,MYA,160,167
160,id11517,New Caledonia,NCL,161,162
161,id11517,Yemen,YEM,162,160
162,id11517,Gambia,GAM,163,154
163,id11517,Papua New Guinea,PNG,164,152
164,id11517,Belize,BLZ,164,152
165,id11517,Moldova,MDA,166,151
166,id11517,Malaysia,MAS,167,149
167,id11517,American Samoa,ASA,168,128
168,id11517,Cook Islands,COK,168,128
169,id11517,Suriname,SUR,170,123
170,id11517,St. Lucia,LCA,171,121
171,id11517,Guam,GUM,172,120
172,id11517,Dominica,DMA,173,117
173,id11517,Maldives,MDV,174,115
174,id11517,Tahiti,TAH,175,114
175,id11517,Malta,MLT,176,109
176,id11517,Laos,LAO,177,107
177,id11517,Samoa,SAM,178,106
178,id11517,Vanuatu,VAN,179,103
179,id11517,Cambodia,CAM,180,95
180,id11517,Solomon Islands,SOL,181,92
181,id11517,Liechtenstein,LIE,182,89
182,id11517,Chinese Taipei,TPE,183,85
183,id11517,Bangladesh,BAN,183,85
184,id11517,Timor-Leste,TLS,185,84
185,id11517,Seychelles,SEY,185,84
186,id11517,Fiji,FIJ,187,82
